subject,2008-2012,2013-2017,2018-2022,2023
1,1.0,1.1684467493881932,1.3112596754174584,1.1822317150348483
2,1.0,0.8882012092334646,0.7031960789085888,0.6258965964308693
3,1.0,1.047361319067938,1.0595308921981463,0.8515324193425973
4,1.0,1.0376361165341834,0.8148874619184029,0.7039592611252695
